Samples.DateAndTime,Samples.Site,Sites.Name,Samples.Location,Locations.Name,Samples.Sample,Samples.TakenBy,Laboratories.Name,Samples.LabRef,SampleDepths.DepthNo,SampleDepths.DepthTime,SampleDepths.Depth,SampleValues.Param,Params.Name,Params.Units,SampleValues.Val,SampleValues.Qualifier,SampleValues.Quality,Samples.Comments,SampleDepths.Comments,SampleValues.Comments,Params.BioKingdom,Params.BioPhylum,Params.BioClass,Params.BioOrder,Params.BioFamily,Params.BioGenus,Params.BioSpecies,Datasets
29/11/2011 13:15,462,WOODS LAKE,5,MIDDLE,74569,IFS,IFS,,1,29/11/2011 13:15,0.2,431.02,Chlorophyll C,ug/L,-0.02,,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 51693. Weather calm Air 22 deg C. Sampling by IFSBC. Entered by TS,IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
29/11/2011 13:15,462,WOODS LAKE,5,MIDDLE,74569,IFS,IFS,,1,29/11/2011 13:15,0.2,431.03,Chlorophyll A (Phaeophytin Corrected),ug/l,1.79,,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 51693. Weather calm Air 22 deg C. Sampling by IFSBC. Entered by TS,IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
29/11/2011 13:15,462,WOODS LAKE,5,MIDDLE,74569,IFS,IFS,,1,29/11/2011 13:15,0.2,433,Phaeophytin,ug/l,0.06,,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 51693. Weather calm Air 22 deg C. Sampling by IFSBC. Entered by TS,IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
29/11/2011 13:15,462,WOODS LAKE,5,MIDDLE,74569,IFS,IFS,,1,29/11/2011 13:15,0.2,452,Algal Count Reference No,AST Lab Reference,0,,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 51693. Weather calm Air 22 deg C. Sampling by IFSBC. Entered by TS,IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74101,IFS,IFS,,1,7/9/2011 13:55,0.2,101,Water Temperature,Degrees C,7.5,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74101,IFS,IFS,,1,7/9/2011 13:55,0.2,103.02,Sample - Volume Filtered,Millilitres,1000,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74101,IFS,IFS,,1,7/9/2011 13:55,0.2,136.01,Turbidity,NTU/FNU,5.9,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74101,IFS,IFS,,1,7/9/2011 13:55,0.2,136.05,Turbidity Filtered,FTU,4.4,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74101,IFS,IFS,,1,7/9/2011 13:55,0.2,141.01,Conductivity @ TRef 25,uS/cm (25 TRef),42.6,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74101,IFS,IFS,,1,7/9/2011 13:55,0.2,151,Redox US Stnd Oxid,mV,141,,,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74101,IFS,IFS,,1,7/9/2011 13:55,0.2,154.1,pH field,,7.6,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74101,IFS,IFS,,1,7/9/2011 13:55,0.2,266,Dissolved Oxygen (DO mg/l),mg/l,10.55,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74101,IFS,IFS,,1,7/9/2011 13:55,0.2,266.01,Dissolved Oxygen (DO %),% Saturation,96.2,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74101,IFS,IFS,,1,7/9/2011 13:55,0.2,431,Chlorophyll A (or Chlorophyll),ug/L,2.67,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74101,IFS,IFS,,1,7/9/2011 13:55,0.2,431.01,Chlorophyll B,ug/l,-0.04,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74101,IFS,IFS,,1,7/9/2011 13:55,0.2,431.02,Chlorophyll C,ug/L,0.37,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74101,IFS,IFS,,1,7/9/2011 13:55,0.2,431.03,Chlorophyll A (Phaeophytin Corrected),ug/l,2.37,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74101,IFS,IFS,,1,7/9/2011 13:55,0.2,433,Phaeophytin,ug/l,0.35,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74101,IFS,IFS,,1,7/9/2011 13:55,0.2,452,Algal Count Reference No,AST Lab Reference,0,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74100,IFS,Analytical Services,199100,1,7/9/2011 13:55,0.2,260.02,Nitrate as N,mg/l,0.003,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",Water grab sample,Dissolved Nutrients by FIA <0.002 below detection limit,,,,,,,,ERROR No DataSets for Sample Id '74100'
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74100,IFS,Analytical Services,199100,1,7/9/2011 13:55,0.2,260.03,Oxidised Nitrite + Nitrate - Total as N,mg/L,0.003,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",Water grab sample,Dissolved Nutrients by FIA <0.002 below detection limit,,,,,,,,ERROR No DataSets for Sample Id '74100'
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74100,IFS,Analytical Services,199100,1,7/9/2011 13:55,0.2,260.04,Ammonia as N,mg/l,0.003,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",Water grab sample,Dissolved Nutrients by FIA,,,,,,,,ERROR No DataSets for Sample Id '74100'
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74100,IFS,Analytical Services,199100,1,7/9/2011 13:55,0.2,260.08,Kjeldahl Nitrogen (TKN) as N - Total,mg/l,0.26,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",Water grab sample,,,,,,,,,ERROR No DataSets for Sample Id '74100'
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74100,IFS,Analytical Services,199100,1,7/9/2011 13:55,0.2,260.15,Nitrogen - Total as N,mg/L,0.27,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",Water grab sample,Total Nutrients by Kjeldahl Digest and FIA,,,,,,,,ERROR No DataSets for Sample Id '74100'
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74100,IFS,Analytical Services,199100,1,7/9/2011 13:55,0.2,268.14,Phosphorus as P - Total,mg/l,0.001,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",Water grab sample,Total Nutrients by Kjeldahl Digest and FIA,,,,,,,,ERROR No DataSets for Sample Id '74100'
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74100,IFS,Analytical Services,199100,1,7/9/2011 13:55,0.2,268.18,Phosphorous - Reactive - Filtered,mg/l,0.006,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",Water grab sample,Dissolved nutrients by FIA,,,,,,,,ERROR No DataSets for Sample Id '74100'
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74100,IFS,Analytical Services,199100,1,7/9/2011 13:55,0.2,283,Sulphate - Total as SO4,mg/l,0.8,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",Water grab sample,,,,,,,,,ERROR No DataSets for Sample Id '74100'
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74100,IFS,Analytical Services,199100,1,7/9/2011 13:55,0.2,312,Alkalinity - Total,mg/l,14,,33,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",Water grab sample,,,,,,,,,ERROR No DataSets for Sample Id '74100'
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74100,IFS,Analytical Services,199100,1,7/9/2011 13:55,0.2,441.01,Organic Carbon Dissolved(DOC) SUPERSEDED,mg/l,4.1,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",Water grab sample,,,,,,,,,ERROR No DataSets for Sample Id '74100'
7/9/2011 13:55,462,WOODS LAKE,5,MIDDLE,74100,IFS,Analytical Services,199100,1,7/9/2011 13:55,0.2,260.01,Nitrite as N,mg/l,0.002,<,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 50546. Weather lumpy, Air 10 deg C.",Water grab sample,Dissolved Nutrients by FIA <0.002 below detection limit,,,,,,,,ERROR No DataSets for Sample Id '74100'
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73964,IFS,IFS,,1,21/7/2011 13:30,0.2,101,Water Temperature,Degrees C,3,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012  Wx: SE 2, Calm, 5/8 Sc, Air ~6c @ 13:15 lt.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73964,IFS,IFS,,1,21/7/2011 13:30,0.2,103.02,Sample - Volume Filtered,Millilitres,1000,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012  Wx: SE 2, Calm, 5/8 Sc, Air ~6c @ 13:15 lt.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73964,IFS,IFS,,1,21/7/2011 13:30,0.2,136.01,Turbidity,NTU/FNU,4.8,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012  Wx: SE 2, Calm, 5/8 Sc, Air ~6c @ 13:15 lt.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73964,IFS,IFS,,1,21/7/2011 13:30,0.2,136.05,Turbidity Filtered,FTU,3.72,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012  Wx: SE 2, Calm, 5/8 Sc, Air ~6c @ 13:15 lt.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73964,IFS,IFS,,1,21/7/2011 13:30,0.2,141.01,Conductivity @ TRef 25,uS/cm (25 TRef),40.3,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012  Wx: SE 2, Calm, 5/8 Sc, Air ~6c @ 13:15 lt.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73964,IFS,IFS,,1,21/7/2011 13:30,0.2,154.1,pH field,,7.7,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012  Wx: SE 2, Calm, 5/8 Sc, Air ~6c @ 13:15 lt.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73964,IFS,IFS,,1,21/7/2011 13:30,0.2,266,Dissolved Oxygen (DO mg/l),mg/l,12.35,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012  Wx: SE 2, Calm, 5/8 Sc, Air ~6c @ 13:15 lt.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73964,IFS,IFS,,1,21/7/2011 13:30,0.2,266.01,Dissolved Oxygen (DO %),% Saturation,97.9,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012  Wx: SE 2, Calm, 5/8 Sc, Air ~6c @ 13:15 lt.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73964,IFS,IFS,,1,21/7/2011 13:30,0.2,431,Chlorophyll A (or Chlorophyll),ug/L,2,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012  Wx: SE 2, Calm, 5/8 Sc, Air ~6c @ 13:15 lt.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73964,IFS,IFS,,1,21/7/2011 13:30,0.2,431.01,Chlorophyll B,ug/l,-0.16,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012  Wx: SE 2, Calm, 5/8 Sc, Air ~6c @ 13:15 lt.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73964,IFS,IFS,,1,21/7/2011 13:30,0.2,431.02,Chlorophyll C,ug/L,0.25,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012  Wx: SE 2, Calm, 5/8 Sc, Air ~6c @ 13:15 lt.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73964,IFS,IFS,,1,21/7/2011 13:30,0.2,431.03,Chlorophyll A (Phaeophytin Corrected),ug/l,1.69,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012  Wx: SE 2, Calm, 5/8 Sc, Air ~6c @ 13:15 lt.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73964,IFS,IFS,,1,21/7/2011 13:30,0.2,433,Phaeophytin,ug/l,-0.07,,11,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012  Wx: SE 2, Calm, 5/8 Sc, Air ~6c @ 13:15 lt.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73964,IFS,IFS,,1,21/7/2011 13:30,0.2,151,Redox US Stnd Oxid,mV,184,,,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012  Wx: SE 2, Calm, 5/8 Sc, Air ~6c @ 13:15 lt.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73964,IFS,IFS,,1,21/7/2011 13:30,0.2,452,Algal Count Reference No,AST Lab Reference,0,,,"Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012  Wx: SE 2, Calm, 5/8 Sc, Air ~6c @ 13:15 lt.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73963,IFS,Analytical Services,196625,1,21/7/2011 13:30,0.2,260.01,Nitrite as N,mg/l,0.002,<,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 49909. Weather calm,Water grab sample,Dissolved Nutrients by FIA <0.002 below detection limit,,,,,,,,ERROR No DataSets for Sample Id '73963'
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73963,IFS,Analytical Services,196625,1,21/7/2011 13:30,0.2,260.02,Nitrate as N,mg/l,0.008,,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 49909. Weather calm,Water grab sample,Dissolved Nutrients by FIA <0.002 below detection limit,,,,,,,,ERROR No DataSets for Sample Id '73963'
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73963,IFS,Analytical Services,196625,1,21/7/2011 13:30,0.2,260.03,Oxidised Nitrite + Nitrate - Total as N,mg/L,0.009,,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 49909. Weather calm,Water grab sample,Dissolved Nutrients by FIA <0.002 below detection limit,,,,,,,,ERROR No DataSets for Sample Id '73963'
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73963,IFS,Analytical Services,196625,1,21/7/2011 13:30,0.2,260.04,Ammonia as N,mg/l,0.006,,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 49909. Weather calm,Water grab sample,Dissolved Nutrients by FIA,,,,,,,,ERROR No DataSets for Sample Id '73963'
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73963,IFS,Analytical Services,196625,1,21/7/2011 13:30,0.2,260.15,Nitrogen - Total as N,mg/L,0.24,,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 49909. Weather calm,Water grab sample,Total Nutrients by Kjeldahl Digest and FIA,,,,,,,,ERROR No DataSets for Sample Id '73963'
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73963,IFS,Analytical Services,196625,1,21/7/2011 13:30,0.2,268.14,Phosphorus as P - Total,mg/l,0.007,,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 49909. Weather calm,Water grab sample,Total Nutrients by Kjeldahl Digest and FIA,,,,,,,,ERROR No DataSets for Sample Id '73963'
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73963,IFS,Analytical Services,196625,1,21/7/2011 13:30,0.2,268.17,Phosphorus - Reactive Total,mg/l,0.004,,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 49909. Weather calm,Water grab sample,Dissolved nutrients by FIA,,,,,,,,ERROR No DataSets for Sample Id '73963'
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73963,IFS,Analytical Services,196625,1,21/7/2011 13:30,0.2,260.08,Kjeldahl Nitrogen (TKN) as N - Total,mg/l,0.23,,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 49909. Weather calm,Water grab sample,,,,,,,,,ERROR No DataSets for Sample Id '73963'
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73963,IFS,Analytical Services,196625,1,21/7/2011 13:30,0.2,441.01,Organic Carbon Dissolved(DOC) SUPERSEDED,mg/l,3.3,,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 49909. Weather calm,Water grab sample,,,,,,,,,ERROR No DataSets for Sample Id '73963'
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73963,IFS,Analytical Services,196625,1,21/7/2011 13:30,0.2,312,Alkalinity - Total,mg/l,15,,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 49909. Weather calm,Water grab sample,,,,,,,,,ERROR No DataSets for Sample Id '73963'
21/7/2011 13:30,462,WOODS LAKE,5,MIDDLE,73963,IFS,Analytical Services,196625,1,21/7/2011 13:30,0.2,283,Sulphate - Total as SO4,mg/l,0.9,,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2011-2012 AST report no 49909. Weather calm,Water grab sample,,,,,,,,,ERROR No DataSets for Sample Id '73963'
16/5/2011 14:10,462,WOODS LAKE,5,MIDDLE,73622,IFS,Analytical Services,,1,16/5/2011 14:10,0.2,260.01,Nitrite as N,mg/l,0.002,<,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2010-2011 AST report no 49049,Water grab sample,Dissolved Nutrients by FIA <0.002 below detection limit,,,,,,,,ERROR No DataSets for Sample Id '73622'
16/5/2011 14:10,462,WOODS LAKE,5,MIDDLE,73622,IFS,Analytical Services,,1,16/5/2011 14:10,0.2,260.02,Nitrate as N,mg/l,0.002,<,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2010-2011 AST report no 49049,Water grab sample,Dissolved Nutrients by FIA <0.002 below detection limit,,,,,,,,ERROR No DataSets for Sample Id '73622'
16/5/2011 14:10,462,WOODS LAKE,5,MIDDLE,73622,IFS,Analytical Services,,1,16/5/2011 14:10,0.2,260.03,Oxidised Nitrite + Nitrate - Total as N,mg/L,0.002,<,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2010-2011 AST report no 49049,Water grab sample,Dissolved Nutrients by FIA <0.002 below detection limit,,,,,,,,ERROR No DataSets for Sample Id '73622'
16/5/2011 14:10,462,WOODS LAKE,5,MIDDLE,73622,IFS,Analytical Services,,1,16/5/2011 14:10,0.2,260.04,Ammonia as N,mg/l,0.002,<,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2010-2011 AST report no 49049,Water grab sample,Dissolved Nutrients by FIA,,,,,,,,ERROR No DataSets for Sample Id '73622'
16/5/2011 14:10,462,WOODS LAKE,5,MIDDLE,73622,IFS,Analytical Services,,1,16/5/2011 14:10,0.2,260.15,Nitrogen - Total as N,mg/L,0.36,,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2010-2011 AST report no 49049,Water grab sample,Total Nutrients by Kjeldahl Digest and FIA,,,,,,,,ERROR No DataSets for Sample Id '73622'
16/5/2011 14:10,462,WOODS LAKE,5,MIDDLE,73622,IFS,Analytical Services,,1,16/5/2011 14:10,0.2,268.14,Phosphorus as P - Total,mg/l,0.011,,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2010-2011 AST report no 49049,Water grab sample,Total Nutrients by Kjeldahl Digest and FIA,,,,,,,,ERROR No DataSets for Sample Id '73622'
16/5/2011 14:10,462,WOODS LAKE,5,MIDDLE,73622,IFS,Analytical Services,,1,16/5/2011 14:10,0.2,268.17,Phosphorus - Reactive Total,mg/l,0.004,,11,Woods Lake Compliance Lakes and Rivers Monitoring Program 2010-2011 AST report no 49049,Water grab sample,Dissolved nutrients by FIA,,,,,,,,ERROR No DataSets for Sample Id '73622'
16/5/2011 14:10,462,WOODS LAKE,5,MIDDLE,73617,IFS,IFS,,1,16/5/2011 14:10,0.25,101,Water Temperature,Degrees C,6.9,,11,"Wx: W 2 - 3, 6/8 Sc, Calm, Air ~10c @ 14:05 lt.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
16/5/2011 14:10,462,WOODS LAKE,5,MIDDLE,73617,IFS,IFS,,1,16/5/2011 14:10,0.25,103.02,Sample - Volume Filtered,Millilitres,1000,,11,"Wx: W 2 - 3, 6/8 Sc, Calm, Air ~10c @ 14:05 lt.",IFS Surface sample (nominal value),,,,,,,,,"SPONSOR: HydroTas - WES
SOURCE: HydroTas data via IFS
SOURCE: Hach
"
